,imageId,task1,classnum
7131,12609,dress,1
7132,12610,dress,1
7133,12611,outerwear,1
7134,12616,pants,1
7135,12617,outerwear,1
7136,12619,shoe,1
7137,12622,dress,1
7138,12623,pants,1
7139,12625,outerwear,1
7140,12626,pants,1
7141,12628,outerwear,1
7142,12630,outerwear,1
7143,12631,outerwear,1
7144,12634,outerwear,1
7145,12635,dress,1
7146,12636,dress,1
7147,12637,pants,1
7148,12639,outerwear,1
7149,12641,pants,1
7150,12645,outerwear,1
7151,12646,outerwear,1
7152,12647,pants,1
7153,12649,pants,1
7154,12650,pants,1
7155,12654,dress,1
7156,12655,dress,1
7157,12656,outerwear,1
7158,12657,pants,1
7159,12658,outerwear,1
7160,12659,outerwear,1
7161,12662,outerwear,1
7162,12663,dress,1
7163,12665,dress,1
7164,12670,shoe,1
7165,12671,shoe,1
7166,12673,outerwear,1
7167,12675,outerwear,1
7168,12676,pants,1
7169,12677,pants,1
7170,12678,outerwear,1
7171,12679,dress,1
7172,12680,dress,1
7173,12681,dress,1
7174,12683,shoe,1
7175,12684,dress,1
7176,12685,shoe,1
7177,12686,dress,1
7178,12687,shoe,1
7179,12691,pants,1
7180,12692,outerwear,1
7181,12693,pants,1
7182,12695,dress,1
7183,12698,pants,1
7184,12699,dress,1
7185,12700,pants,1
7186,12701,outerwear,1
7187,12703,outerwear,1
7188,12705,pants,1
7189,12706,dress,1
7190,12707,dress,1
7191,12709,outerwear,1
7192,12710,shoe,1
7193,12711,dress,1
7194,12712,dress,1
7195,12716,dress,1
7196,12720,dress,1
7197,12721,dress,1
7198,12722,shoe,1
7199,12724,outerwear,1
7200,12733,outerwear,1
7201,12734,outerwear,1
7202,12735,dress,1
7203,12736,outerwear,1
7204,12737,dress,1
7205,12738,outerwear,1
7206,12739,outerwear,1
7207,12740,dress,1
7208,12742,dress,1
7209,12743,outerwear,1
7210,12745,pants,1
7211,12746,dress,1
7212,12747,outerwear,1
7213,12751,dress,1
7214,12752,dress,1
7215,12753,outerwear,1
7216,12755,dress,1
7217,12758,shoe,1
7218,12759,outerwear,1
7219,12762,outerwear,1
7220,12765,dress,1
7221,12767,dress,1
7222,12768,outerwear,1
7223,12769,outerwear,1
7224,12770,outerwear,1
7225,12773,shoe,1
7226,12774,dress,1
7227,12775,dress,1
7228,12778,outerwear,1
7229,12780,dress,1
7230,12782,outerwear,1
7231,12783,outerwear,1
7232,12784,dress,1
7233,12788,shoe,1
7234,12790,dress,1
7235,12791,pants,1
7236,12792,dress,1
7237,12796,dress,1
7238,12798,dress,1
7239,12801,dress,1
7240,12802,dress,1
7241,12803,outerwear,1
7242,12804,dress,1
7243,12807,dress,1
7244,12808,dress,1
7245,12809,shoe,1
7246,12810,dress,1
7247,12811,pants,1
7248,12813,dress,1
7249,12815,outerwear,1
7250,12816,outerwear,1
7251,12817,shoe,1
7252,12818,outerwear,1
7253,12822,pants,1
7254,12824,dress,1
7255,12825,dress,1
7256,12826,pants,1
7257,12827,outerwear,1
7258,12829,pants,1
7259,12831,dress,1
7260,12832,pants,1
7261,12837,pants,1
7262,12838,pants,1
7263,12842,pants,1
7264,12844,shoe,1
7265,12845,outerwear,1
7266,12846,outerwear,1
7267,12847,outerwear,1
7268,12848,dress,1
7269,12849,shoe,1
7270,12851,dress,1
7271,12852,shoe,1
7272,12853,outerwear,1
7273,12854,outerwear,1
7274,12855,dress,1
7275,12856,dress,1
7276,12857,pants,1
7277,12859,shoe,1
7278,12862,shoe,1
7279,12863,dress,1
7280,12864,dress,1
7281,12865,pants,1
7282,12866,outerwear,1
7283,12867,pants,1
7284,12868,shoe,1
7285,12869,outerwear,1
7286,12870,dress,1
7287,12872,dress,1
7288,12874,shoe,1
7289,12875,pants,1
7290,12876,outerwear,1
7291,12877,shoe,1
7292,12878,dress,1
7293,12880,outerwear,1
7294,12881,dress,1
7295,12883,dress,1
7296,12886,outerwear,1
7297,12887,outerwear,1
7298,12888,pants,1
7299,12889,dress,1
7300,12890,outerwear,1
7301,12891,dress,1
7302,12896,dress,1
7303,12897,dress,1
7304,12899,outerwear,1
7305,12900,shoe,1
7306,12901,pants,1
7307,12903,pants,1
7308,12905,shoe,1
7309,12906,shoe,1
7310,12907,shoe,1
7311,12911,shoe,1
7312,12913,dress,1
7313,12915,dress,1
7314,12918,shoe,1
7315,12919,dress,1
7316,12920,pants,1
7317,12923,dress,1
7318,12925,dress,1
7319,12929,dress,1
7320,12930,dress,1
7321,12931,outerwear,1
7322,12932,dress,1
7323,12933,dress,1
7324,12934,pants,1
7325,12935,dress,1
7326,12937,pants,1
7327,12940,shoe,1
7328,12941,shoe,1
7329,12942,dress,1
7330,12944,shoe,1
7331,12945,pants,1
7332,12946,outerwear,1
7333,12947,shoe,1
7334,12951,dress,1
7335,12952,outerwear,1
7336,12955,dress,1
7337,12956,outerwear,1
7338,12957,pants,1
7339,12959,shoe,1
7340,12961,dress,1
7341,12964,outerwear,1
7342,12965,outerwear,1
7343,12968,dress,1
7344,12969,pants,1
7345,12971,pants,1
7346,12973,shoe,1
7347,12974,dress,1
7348,12976,dress,1
7349,12977,dress,1
7350,12978,dress,1
7351,12979,pants,1
7352,12980,shoe,1
7353,12981,outerwear,1
7354,12982,pants,1
7355,12985,pants,1
7356,12986,pants,1
7357,12991,outerwear,1
7358,12992,outerwear,1
7359,12993,dress,1
7360,12996,dress,1
7361,12999,pants,1
7362,13000,pants,1
7363,13001,shoe,1
7364,13002,shoe,1
7365,13003,outerwear,1
7366,13004,outerwear,1
7367,13005,shoe,1
7368,13006,pants,1
7369,13010,outerwear,1
7370,13013,dress,1
7371,13014,pants,1
7372,13016,dress,1
7373,13021,dress,1
7374,13023,dress,1
7375,13026,pants,1
7376,13029,dress,1
7377,13030,dress,1
7378,13031,dress,1
7379,13034,dress,1
7380,13035,dress,1
7381,13037,dress,1
7382,13038,outerwear,1
7383,13040,pants,1
7384,13041,pants,1
7385,13043,shoe,1
7386,13044,pants,1
7387,13047,outerwear,1
7388,13049,outerwear,1
7389,13051,outerwear,1
7390,13054,outerwear,1
7391,13055,outerwear,1
7392,13057,shoe,1
7393,13058,outerwear,1
7394,13059,dress,1
7395,13060,outerwear,1
7396,13061,dress,1
7397,13062,pants,1
7398,13063,pants,1
7399,13064,pants,1
7400,13065,shoe,1
7401,13068,dress,1
7402,13070,dress,1
7403,13073,dress,1
7404,13076,outerwear,1
7405,13077,outerwear,1
7406,13078,pants,1
7407,13080,outerwear,1
7408,13083,pants,1
7409,13084,shoe,1
7410,13085,shoe,1
7411,13086,shoe,1
7412,13090,outerwear,1
7413,13093,pants,1
7414,13094,outerwear,1
7415,13096,shoe,1
7416,13098,pants,1
7417,13100,dress,1
7418,13101,pants,1
7419,13102,outerwear,1
7420,13103,shoe,1
7421,13104,dress,1
7422,13106,dress,1
7423,13108,outerwear,1
7424,13112,dress,1
7425,13113,pants,1
7426,13114,dress,1
7427,13115,dress,1
7428,13116,dress,1
7429,13118,dress,1
7430,13120,pants,1
7431,13121,dress,1
7432,13122,dress,1
7433,13126,dress,1
7434,13127,shoe,1
7435,13128,dress,1
7436,13129,shoe,1
7437,13130,shoe,1
7438,13133,dress,1
7439,13134,shoe,1
7440,13140,dress,1
7441,13141,dress,1
7442,13142,outerwear,1
7443,13143,outerwear,1
7444,13144,dress,1
7445,13146,outerwear,1
7446,13148,outerwear,1
7447,13151,outerwear,1
7448,13154,shoe,1
7449,13157,dress,1
7450,13158,dress,1
7451,13161,dress,1
7452,13163,shoe,1
7453,13164,shoe,1
7454,13167,outerwear,1
7455,13168,dress,1
7456,13169,shoe,1
7457,13170,pants,1
7458,13171,outerwear,1
7459,13172,dress,1
7460,13174,outerwear,1
7461,13175,shoe,1
7462,13177,outerwear,1
7463,13181,dress,1
7464,13184,dress,1
7465,13185,pants,1
7466,13187,dress,1
7467,13189,outerwear,1
7468,13190,dress,1
7469,13191,dress,1
7470,13192,shoe,1
7471,13193,outerwear,1
7472,13194,shoe,1
7473,13195,outerwear,1
7474,13196,shoe,1
7475,13199,shoe,1
7476,13200,dress,1
7477,13202,pants,1
7478,13203,dress,1
7479,13204,outerwear,1
7480,13207,dress,1
7481,13209,outerwear,1
7482,13210,shoe,1
7483,13211,outerwear,1
7484,13212,dress,1
7485,13214,dress,1
7486,13215,shoe,1
7487,13217,pants,1
7488,13219,dress,1
7489,13220,outerwear,1
7490,13221,shoe,1
7491,13222,outerwear,1
7492,13224,outerwear,1
7493,13225,dress,1
7494,13227,dress,1
7495,13228,dress,1
7496,13230,dress,1
7497,13234,shoe,1
7498,13237,shoe,1
7499,13238,shoe,1
7500,13239,shoe,1
7501,13242,dress,1
7502,13243,dress,1
7503,13244,pants,1
7504,13245,shoe,1
7505,13246,shoe,1
7506,13247,shoe,1
7507,13248,dress,1
7508,13251,dress,1
7509,13252,pants,1
7510,13257,outerwear,1
7511,13260,pants,1
7512,13261,dress,1
7513,13262,outerwear,1
7514,13264,shoe,1
7515,13265,pants,1
7516,13266,shoe,1
7517,13269,dress,1
7518,13270,dress,1
7519,13271,outerwear,1
7520,13274,dress,1
7521,13275,dress,1
7522,13278,outerwear,1
7523,13279,outerwear,1
7524,13284,outerwear,1
7525,13285,dress,1
7526,13287,outerwear,1
7527,13289,dress,1
7528,13291,pants,1
7529,13292,dress,1
7530,13294,dress,1
7531,13296,outerwear,1
7532,13298,dress,1
7533,13299,outerwear,1
7534,13303,outerwear,1
7535,13304,dress,1
7536,13306,shoe,1
7537,13307,dress,1
7538,13309,shoe,1
7539,13311,dress,1
7540,13312,pants,1
7541,13313,dress,1
7542,13314,dress,1
7543,13315,dress,1
7544,13316,pants,1
7545,13317,dress,1
7546,13319,pants,1
7547,13320,outerwear,1
7548,13321,outerwear,1
7549,13322,dress,1
7550,13325,dress,1
7551,13326,pants,1
7552,13327,dress,1
7553,13328,dress,1
7554,13329,pants,1
7555,13330,shoe,1
7556,13333,pants,1
7557,13335,shoe,1
7558,13336,pants,1
7559,13337,dress,1
7560,13339,dress,1
7561,13342,shoe,1
7562,13345,dress,1
7563,13348,dress,1
7564,13349,shoe,1
7565,13350,dress,1
7566,13351,outerwear,1
7567,13352,pants,1
7568,13355,dress,1
7569,13356,shoe,1
7570,13357,pants,1
7571,13361,dress,1
7572,13362,outerwear,1
7573,13363,dress,1
7574,13364,dress,1
7575,13365,outerwear,1
7576,13367,pants,1
7577,13368,shoe,1
7578,13370,pants,1
7579,13372,shoe,1
7580,13374,shoe,1
7581,13375,dress,1
7582,13377,outerwear,1
7583,13380,outerwear,1
7584,13381,outerwear,1
7585,13382,dress,1
7586,13383,dress,1
7587,13386,pants,1
7588,13388,pants,1
7589,13389,dress,1
7590,13390,dress,1
7591,13392,outerwear,1
7592,13393,pants,1
7593,13399,dress,1
7594,13400,dress,1
7595,13401,outerwear,1
7596,13402,dress,1
7597,13403,pants,1
7598,13406,dress,1
7599,13408,dress,1
7600,13412,shoe,1
7601,13413,dress,1
7602,13414,shoe,1
7603,13415,pants,1
7604,13416,outerwear,1
7605,13417,dress,1
7606,13419,pants,1
7607,13422,pants,1
7608,13423,dress,1
7609,13424,outerwear,1
7610,13425,dress,1
7611,13426,outerwear,1
7612,13431,pants,1
7613,13433,shoe,1
7614,13435,pants,1
7615,13436,dress,1
7616,13438,dress,1
7617,13439,dress,1
7618,13442,dress,1
7619,13443,dress,1
7620,13445,pants,1
7621,13446,outerwear,1
7622,13448,pants,1
7623,13449,dress,1
7624,13450,shoe,1
7625,13451,dress,1
7626,13453,outerwear,1
7627,13454,dress,1
7628,13455,pants,1
7629,13456,dress,1
7630,13459,dress,1
7631,13460,outerwear,1
7632,13462,shoe,1
7633,13463,pants,1
7634,13464,outerwear,1
7635,13465,dress,1
7636,13470,dress,1
7637,13471,shoe,1
7638,13472,pants,1
7639,13475,pants,1
7640,13476,pants,1
7641,13477,dress,1
7642,13480,dress,1
7643,13481,outerwear,1
7644,13482,shoe,1
7645,13483,outerwear,1
7646,13484,shoe,1
7647,13485,shoe,1
7648,13486,dress,1
7649,13487,dress,1
7650,13489,outerwear,1
7651,13495,pants,1
7652,13497,dress,1
7653,13498,pants,1
7654,13505,shoe,1
7655,13507,outerwear,1
7656,13508,pants,1
7657,13510,shoe,1
7658,13513,dress,1
7659,13516,shoe,1
7660,13517,outerwear,1
7661,13518,outerwear,1
7662,13519,outerwear,1
7663,13520,dress,1
7664,13521,dress,1
7665,13522,shoe,1
7666,13526,outerwear,1
7667,13529,outerwear,1
7668,13531,shoe,1
7669,13533,shoe,1
7670,13535,dress,1
7671,13536,shoe,1
7672,13537,pants,1
7673,13538,dress,1
7674,13540,shoe,1
7675,13541,pants,1
7676,13542,shoe,1
7677,13544,outerwear,1
7678,13547,pants,1
7679,13548,outerwear,1
7680,13549,dress,1
7681,13550,outerwear,1
7682,13552,pants,1
7683,13554,shoe,1
7684,13555,dress,1
7685,13556,dress,1
7686,13558,outerwear,1
7687,13559,pants,1
7688,13560,outerwear,1
7689,13563,dress,1
7690,13565,dress,1
7691,13567,outerwear,1
7692,13569,outerwear,1
7693,13571,shoe,1
7694,13572,dress,1
7695,13573,shoe,1
7696,13576,dress,1
7697,13578,pants,1
7698,13580,shoe,1
7699,13585,pants,1
7700,13586,outerwear,1
7701,13587,dress,1
7702,13588,shoe,1
7703,13590,pants,1
7704,13591,shoe,1
7705,13592,pants,1
7706,13593,pants,1
7707,13595,outerwear,1
7708,13596,shoe,1
7709,13597,dress,1
7710,13600,outerwear,1
7711,13602,dress,1
7712,13604,shoe,1
7713,13605,pants,1
7714,13607,dress,1
7715,13608,outerwear,1
7716,13610,dress,1
7717,13611,dress,1
7718,13613,shoe,1
7719,13615,dress,1
7720,13616,dress,1
7721,13617,pants,1
7722,13618,pants,1
7723,13619,shoe,1
7724,13620,dress,1
7725,13622,pants,1
7726,13625,dress,1
7727,13628,shoe,1
7728,13629,outerwear,1
7729,13630,pants,1
7730,13631,dress,1
7731,13632,dress,1
7732,13633,dress,1
7733,13635,dress,1
7734,13640,pants,1
7735,13641,shoe,1
7736,13642,dress,1
7737,13644,outerwear,1
7738,13645,dress,1
7739,13650,shoe,1
7740,13653,outerwear,1
7741,13654,outerwear,1
7742,13655,outerwear,1
7743,13656,outerwear,1
7744,13659,dress,1
7745,13660,outerwear,1
7746,13661,dress,1
7747,13663,pants,1
7748,13669,pants,1
7749,13671,outerwear,1
7750,13673,outerwear,1
7751,13674,outerwear,1
7752,13675,pants,1
7753,13676,pants,1
7754,13678,shoe,1
7755,13682,outerwear,1
7756,13683,outerwear,1
7757,13684,outerwear,1
7758,13686,dress,1
7759,13688,outerwear,1
7760,13690,shoe,1
7761,13692,dress,1
7762,13694,pants,1
7763,13695,dress,1
7764,13697,dress,1
7765,13698,outerwear,1
7766,13703,shoe,1
7767,13704,shoe,1
7768,13705,shoe,1
7769,13708,outerwear,1
7770,13711,outerwear,1
7771,13712,outerwear,1
7772,13713,outerwear,1
7773,13714,dress,1
7774,13715,pants,1
7775,13716,dress,1
7776,13718,dress,1
7777,13720,dress,1
7778,13721,dress,1
7779,13724,shoe,1
7780,13726,shoe,1
7781,13727,shoe,1
7782,13729,dress,1
7783,13730,dress,1
7784,13731,dress,1
7785,13732,dress,1
7786,13738,outerwear,1
7787,13742,dress,1
7788,13744,outerwear,1
7789,13745,dress,1
7790,13747,dress,1
7791,13748,outerwear,1
7792,13749,shoe,1
7793,13750,shoe,1
7794,13754,pants,1
7795,13755,shoe,1
7796,13756,dress,1
7797,13757,dress,1
7798,13762,shoe,1
7799,13763,dress,1
7800,13765,pants,1
7801,13767,pants,1
7802,13768,dress,1
7803,13769,dress,1
7804,13771,dress,1
7805,13773,dress,1
7806,13777,outerwear,1
7807,13778,pants,1
7808,13779,dress,1
7809,13782,dress,1
7810,13784,dress,1
7811,13785,shoe,1
7812,13786,dress,1
7813,13789,outerwear,1
7814,13790,outerwear,1
7815,13792,shoe,1
7816,13793,dress,1
7817,13794,dress,1
7818,13798,dress,1
7819,13799,outerwear,1
7820,13800,pants,1
7821,13801,dress,1
7822,13802,dress,1
7823,13803,pants,1
7824,13806,pants,1
7825,13808,outerwear,1
7826,13809,shoe,1
7827,13810,shoe,1
7828,13811,shoe,1
7829,13812,outerwear,1
7830,13813,shoe,1
7831,13814,outerwear,1
7832,13815,dress,1
7833,13816,dress,1
7834,13818,pants,1
7835,13820,dress,1
7836,13821,pants,1
7837,13822,shoe,1
7838,13825,dress,1
7839,13828,dress,1
7840,13829,outerwear,1
7841,13833,pants,1
7842,13834,outerwear,1
7843,13836,shoe,1
7844,13837,shoe,1
7845,13839,pants,1
7846,13840,shoe,1
7847,13841,dress,1
7848,13844,dress,1
7849,13845,pants,1
7850,13846,shoe,1
7851,13848,shoe,1
7852,13849,dress,1
7853,13850,pants,1
7854,13852,dress,1
7855,13853,dress,1
7856,13854,shoe,1
7857,13855,outerwear,1
7858,13856,outerwear,1
7859,13858,outerwear,1
7860,13859,dress,1
7861,13860,dress,1
7862,13861,pants,1
7863,13862,dress,1
7864,13863,pants,1
7865,13865,outerwear,1
7866,13866,outerwear,1
7867,13867,outerwear,1
7868,13875,outerwear,1
7869,13877,pants,1
7870,13880,dress,1
7871,13883,pants,1
7872,13884,outerwear,1
7873,13886,shoe,1
7874,13887,dress,1
7875,13888,pants,1
7876,13889,dress,1
7877,13890,shoe,1
7878,13891,dress,1
7879,13894,outerwear,1
7880,13895,shoe,1
7881,13896,dress,1
7882,13900,shoe,1
7883,13901,dress,1
7884,13902,dress,1
7885,13904,shoe,1
7886,13905,pants,1
7887,13907,dress,1
7888,13908,pants,1
7889,13909,pants,1
7890,13910,shoe,1
7891,13911,shoe,1
7892,13913,dress,1
7893,13918,pants,1
7894,13919,pants,1
7895,13920,dress,1
7896,13921,dress,1
7897,13922,dress,1
7898,13923,dress,1
7899,13924,shoe,1
7900,13925,pants,1
7901,13926,shoe,1
7902,13928,dress,1
7903,13929,dress,1
7904,13931,pants,1
7905,13932,outerwear,1
7906,13933,outerwear,1
7907,13934,outerwear,1
7908,13936,dress,1
7909,13941,dress,1
7910,13943,dress,1
7911,13945,pants,1
7912,13947,shoe,1
7913,13949,outerwear,1
7914,13953,dress,1
7915,13954,dress,1
7916,13955,dress,1
7917,13956,outerwear,1
7918,13958,pants,1
7919,13959,outerwear,1
7920,13960,outerwear,1
7921,13962,outerwear,1
7922,13963,outerwear,1
7923,13964,pants,1
7924,13965,pants,1
7925,13966,shoe,1
7926,13968,outerwear,1
7927,13970,shoe,1
7928,13971,outerwear,1
7929,13972,pants,1
7930,13974,outerwear,1
7931,13975,pants,1
7932,13976,shoe,1
7933,13978,shoe,1
7934,13981,pants,1
7935,13982,outerwear,1
7936,13983,dress,1
7937,13984,outerwear,1
7938,13985,outerwear,1
7939,13987,dress,1
7940,13989,shoe,1
7941,13992,outerwear,1
7942,13997,dress,1
7943,13998,shoe,1
7944,14000,pants,1
7945,14002,dress,1
7946,14003,shoe,1
7947,14006,outerwear,1
7948,14009,outerwear,1
7949,14011,dress,1
7950,14012,shoe,1
7951,14013,dress,1
7952,14015,dress,1
7953,14016,dress,1
7954,14017,outerwear,1
7955,14022,shoe,1
7956,14023,outerwear,1
7957,14026,shoe,1
7958,14027,dress,1
7959,14028,dress,1
7960,14029,dress,1
7961,14030,pants,1
7962,14031,outerwear,1
7963,14032,outerwear,1
7964,14035,outerwear,1
7965,14037,dress,1
7966,14039,outerwear,1
7967,14040,pants,1
7968,14042,dress,1
7969,14045,shoe,1
7970,14046,pants,1
7971,14047,outerwear,1
7972,14048,dress,1
7973,14049,outerwear,1
7974,14051,shoe,1
7975,14052,dress,1
7976,14053,dress,1
7977,14055,outerwear,1
7978,14057,dress,1
7979,14058,pants,1
7980,14059,pants,1
7981,14060,outerwear,1
7982,14061,pants,1
7983,14062,dress,1
7984,14063,pants,1
7985,14064,pants,1
7986,14067,dress,1
7987,14068,dress,1
7988,14069,pants,1
7989,14072,shoe,1
7990,14073,dress,1
7991,14074,pants,1
7992,14075,shoe,1
7993,14076,outerwear,1
7994,14077,pants,1
7995,14078,pants,1
7996,14079,outerwear,1
7997,14081,pants,1
7998,14082,outerwear,1
7999,14087,dress,1
8000,14088,outerwear,1
8001,14092,dress,1
8002,14093,pants,1
8003,14096,dress,1
8004,14097,pants,1
8005,14100,shoe,1
8006,14102,dress,1
8007,14103,dress,1
8008,14111,outerwear,1
8009,14112,pants,1
8010,14114,pants,1
8011,14115,dress,1
8012,14116,dress,1
8013,14119,shoe,1
8014,14121,dress,1
8015,14122,pants,1
8016,14123,outerwear,1
8017,14125,dress,1
8018,14126,outerwear,1
8019,14127,shoe,1
8020,14129,shoe,1
8021,14131,pants,1
8022,14132,outerwear,1
8023,14133,dress,1
8024,14134,dress,1
8025,14135,dress,1
8026,14136,outerwear,1
8027,14137,dress,1
8028,14139,dress,1
8029,14140,shoe,1
8030,14143,pants,1
8031,14145,outerwear,1
8032,14146,dress,1
8033,14147,pants,1
8034,14148,pants,1
8035,14149,shoe,1
8036,14151,dress,1
8037,14154,dress,1
8038,14157,pants,1
8039,14160,dress,1
8040,14161,outerwear,1
8041,14164,pants,1
8042,14166,shoe,1
8043,14168,pants,1
8044,14169,outerwear,1
8045,14171,pants,1
8046,14173,outerwear,1
8047,14174,dress,1
8048,14175,shoe,1
8049,14178,dress,1
8050,14179,dress,1
8051,14180,pants,1
8052,14181,outerwear,1
8053,14182,shoe,1
8054,14184,pants,1
8055,14185,shoe,1
8056,14186,pants,1
8057,14187,dress,1
8058,14188,dress,1
8059,14189,outerwear,1
8060,14190,dress,1
8061,14192,dress,1
8062,14193,dress,1
8063,14194,outerwear,1
8064,14196,outerwear,1
8065,14198,dress,1
8066,14199,dress,1
8067,14200,outerwear,1
8068,14204,dress,1
8069,14206,outerwear,1
8070,14207,outerwear,1
8071,14208,dress,1
8072,14209,dress,1
8073,14215,outerwear,1
8074,14216,dress,1
8075,14217,pants,1
8076,14218,pants,1
8077,14220,dress,1
8078,14223,shoe,1
8079,14224,outerwear,1
8080,14225,outerwear,1
8081,14226,dress,1
8082,14228,outerwear,1
8083,14230,outerwear,1
8084,14231,shoe,1
8085,14232,dress,1
8086,14233,pants,1
8087,14236,shoe,1
8088,14238,dress,1
8089,14239,shoe,1
8090,14242,shoe,1
8091,14244,dress,1
8092,14248,shoe,1
8093,14250,dress,1
8094,14251,dress,1
8095,14252,shoe,1
8096,14253,shoe,1
8097,14256,shoe,1
8098,14257,dress,1
8099,14260,dress,1
8100,14265,shoe,1
8101,14266,dress,1
8102,14267,outerwear,1
8103,14268,pants,1
8104,14271,outerwear,1
8105,14273,dress,1
8106,14274,dress,1
8107,14275,pants,1
8108,14276,shoe,1
8109,14278,dress,1
8110,14279,shoe,1
8111,14280,pants,1
8112,14281,outerwear,1
8113,14282,dress,1
8114,14283,shoe,1
8115,14285,dress,1
8116,14286,dress,1
8117,14289,outerwear,1
8118,14290,dress,1
8119,14292,shoe,1
8120,14293,dress,1
8121,14296,shoe,1
8122,14297,outerwear,1
8123,14298,shoe,1
8124,14303,dress,1
8125,14305,dress,1
8126,14306,dress,1
8127,14307,dress,1
8128,14308,dress,1
8129,14310,shoe,1
8130,14312,dress,1
8131,14314,pants,1
8132,14315,dress,1
8133,14317,outerwear,1
8134,14320,pants,1
8135,14322,shoe,1
8136,14324,outerwear,1
8137,14326,shoe,1
8138,14327,pants,1
8139,14329,pants,1
8140,14331,outerwear,1
8141,14332,dress,1
8142,14334,shoe,1
8143,14335,dress,1
8144,14336,pants,1
8145,14337,outerwear,1
8146,14342,shoe,1
8147,14344,outerwear,1
8148,14345,dress,1
8149,14346,pants,1
8150,14347,shoe,1
8151,14348,dress,1
8152,14350,outerwear,1
8153,14351,dress,1
8154,14352,dress,1
8155,14353,dress,1
8156,14354,outerwear,1
8157,14362,outerwear,1
8158,14365,outerwear,1
8159,14366,pants,1
8160,14367,outerwear,1
8161,14369,dress,1
8162,14371,pants,1
8163,14374,outerwear,1
8164,14375,pants,1
8165,14377,outerwear,1
8166,14379,shoe,1
8167,14380,dress,1
8168,14381,pants,1
8169,14382,pants,1
8170,14385,dress,1
8171,14386,outerwear,1
8172,14387,dress,1
8173,14389,shoe,1
8174,14390,shoe,1
8175,14392,outerwear,1
8176,14394,dress,1
8177,14395,outerwear,1
8178,14397,outerwear,1
8179,14399,shoe,1
8180,14400,dress,1
8181,14403,pants,1
8182,14404,dress,1
8183,14409,outerwear,1
8184,14410,pants,1
8185,14412,outerwear,1
8186,14415,pants,1
8187,14417,outerwear,1
8188,14419,outerwear,1
8189,14421,outerwear,1
8190,14423,dress,1
8191,14424,outerwear,1
8192,14425,pants,1
8193,14426,outerwear,1
8194,14428,dress,1
8195,14431,pants,1
8196,14434,dress,1
8197,14435,dress,1
8198,14436,pants,1
8199,14437,outerwear,1
8200,14440,pants,1
8201,14445,dress,1
8202,14447,dress,1
8203,14448,pants,1
8204,14451,outerwear,1
8205,14453,pants,1
8206,14456,shoe,1
8207,14457,dress,1
8208,14463,dress,1
8209,14465,dress,1
8210,14466,dress,1
8211,14467,dress,1
8212,14470,shoe,1
8213,14471,pants,1
8214,14473,outerwear,1
8215,14474,pants,1
8216,14475,pants,1
8217,14476,dress,1
8218,14477,pants,1
8219,14479,shoe,1
8220,14481,dress,1
8221,14483,shoe,1
8222,14484,shoe,1
8223,14486,shoe,1
8224,14487,shoe,1
8225,14488,pants,1
8226,14489,dress,1
8227,14490,outerwear,1
8228,14493,shoe,1
8229,14494,dress,1
8230,14495,pants,1
8231,14496,outerwear,1
8232,14497,shoe,1
8233,14498,outerwear,1
8234,14499,dress,1
8235,14500,dress,1
8236,14502,dress,1
8237,14503,dress,1
8238,14504,dress,1
8239,14505,dress,1
8240,14506,pants,1
8241,14508,outerwear,1
8242,14509,dress,1
8243,14510,shoe,1
8244,14512,shoe,1
8245,14515,shoe,1
8246,14516,dress,1
8247,14517,pants,1
8248,14518,outerwear,1
8249,14521,shoe,1
8250,14522,shoe,1
8251,14524,outerwear,1
8252,14525,outerwear,1
8253,14527,dress,1
8254,14531,outerwear,1
8255,14532,pants,1
8256,14533,outerwear,1
8257,14535,shoe,1
8258,14538,shoe,1
8259,14540,outerwear,1
8260,14545,dress,1
8261,14547,pants,1
8262,14549,shoe,1
8263,14550,dress,1
8264,14554,outerwear,1
8265,14555,outerwear,1
8266,14556,shoe,1
8267,14557,pants,1
8268,14559,outerwear,1
8269,14560,dress,1
8270,14562,dress,1
8271,14565,pants,1
8272,14566,dress,1
8273,14573,outerwear,1
8274,14574,shoe,1
8275,14575,outerwear,1
8276,14578,dress,1
8277,14580,pants,1
8278,14582,outerwear,1
8279,14583,dress,1
8280,14586,shoe,1
8281,14587,shoe,1
8282,14588,outerwear,1
8283,14589,outerwear,1
8284,14590,dress,1
8285,14591,pants,1
8286,14592,dress,1
8287,14594,dress,1
8288,14596,dress,1
8289,14597,dress,1
8290,14599,dress,1
8291,14601,dress,1
8292,14603,pants,1
8293,14607,dress,1
8294,14611,outerwear,1
8295,14612,pants,1
8296,14614,shoe,1
8297,14615,outerwear,1
8298,14618,pants,1
8299,14620,outerwear,1
8300,14621,pants,1
8301,14622,outerwear,1
8302,14626,outerwear,1
8303,14627,outerwear,1
8304,14628,dress,1
8305,14630,dress,1
8306,14631,outerwear,1
8307,14632,dress,1
8308,14633,outerwear,1
8309,14639,pants,1
8310,14641,dress,1
8311,14643,shoe,1
8312,14644,dress,1
8313,14645,shoe,1
8314,14646,outerwear,1
8315,14647,shoe,1
8316,14648,shoe,1
8317,14649,dress,1
8318,14650,dress,1
8319,14655,pants,1
8320,14659,outerwear,1
8321,14660,dress,1
8322,14664,dress,1
8323,14665,outerwear,1
8324,14666,outerwear,1
8325,14669,pants,1
8326,14670,outerwear,1
